,Price Date,District Name,Market Name,Commodity,Variety,Grade,Modal Price (Rs./Quintal)
375,07 Oct 2020,Uttar Dinajpur,Islampur,Potato,Jyoti,FAQ,2850.0
376,06 Oct 2020,Uttar Dinajpur,Islampur,Potato,Jyoti,FAQ,2850.0
377,05 Oct 2020,Uttar Dinajpur,Islampur,Potato,Jyoti,FAQ,2850.0
378,04 Oct 2020,Uttar Dinajpur,Islampur,Potato,Jyoti,FAQ,2900.0
379,03 Oct 2020,Uttar Dinajpur,Islampur,Potato,Jyoti,FAQ,2850.0
380,07 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ,3000.0
381,06 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ,3000.0
382,05 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ,3000.0
383,04 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ,3000.0
384,03 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ,3000.0
385,02 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ,3000.0
386,01 Oct 2020,Jalpaiguri,Jalpaiguri Sadar,Potato,Jyoti,FAQ,3000.0
387,06 Oct 2020,Murshidabad,Jangipur,Potato,Jyoti,FAQ,2795.0
388,05 Oct 2020,Murshidabad,Jangipur,Potato,Jyoti,FAQ,2790.0
389,04 Oct 2020,Murshidabad,Jangipur,Potato,Jyoti,FAQ,2790.0
390,03 Oct 2020,Murshidabad,Jangipur,Potato,Jyoti,FAQ,2820.0
391,02 Oct 2020,Murshidabad,Jangipur,Potato,Jyoti,FAQ,2820.0
392,01 Oct 2020,Murshidabad,Jangipur,Potato,Jyoti,FAQ,2820.0
393,07 Oct 2020,Medinipur(W),Jhargram,Potato,Jyoti,FAQ,2740.0
394,05 Oct 2020,Medinipur(W),Jhargram,Potato,Jyoti,FAQ,2800.0
395,03 Oct 2020,Medinipur(W),Jhargram,Potato,Jyoti,FAQ,2900.0
396,02 Oct 2020,Medinipur(W),Jhargram,Potato,Jyoti,FAQ,2800.0
397,01 Oct 2020,Medinipur(W),Jhargram,Potato,Jyoti,FAQ,2900.0
398,06 Oct 2020,Murshidabad,Jiaganj,Potato,Jyoti,FAQ,2650.0
399,05 Oct 2020,Murshidabad,Jiaganj,Potato,Jyoti,FAQ,2650.0
400,04 Oct 2020,Murshidabad,Jiaganj,Potato,Jyoti,FAQ,2650.0
401,07 Oct 2020,Hooghly,Kalipur,Potato,Jyoti,FAQ,2720.0
402,06 Oct 2020,Hooghly,Kalipur,Potato,Jyoti,FAQ,2720.0
403,05 Oct 2020,Hooghly,Kalipur,Potato,Jyoti,FAQ,2720.0
404,04 Oct 2020,Hooghly,Kalipur,Potato,Jyoti,FAQ,2720.0
405,03 Oct 2020,Hooghly,Kalipur,Potato,Jyoti,FAQ,2720.0
406,02 Oct 2020,Hooghly,Kalipur,Potato,Jyoti,FAQ,2720.0
407,01 Oct 2020,Hooghly,Kalipur,Potato,Jyoti,FAQ,2720.0
408,06 Oct 2020,Burdwan,Kalna,Potato,Jyoti,FAQ,2770.0
409,05 Oct 2020,Burdwan,Kalna,Potato,Jyoti,FAQ,2780.0
410,03 Oct 2020,Burdwan,Kalna,Potato,Jyoti,FAQ,2780.0
411,02 Oct 2020,Burdwan,Kalna,Potato,Jyoti,FAQ,2780.0
412,01 Oct 2020,Burdwan,Kalna,Potato,Jyoti,FAQ,2780.0
413,07 Oct 2020,Nadia,Kalyani,Potato,Jyoti,FAQ,2850.0
414,06 Oct 2020,Nadia,Kalyani,Potato,Jyoti,FAQ,2850.0
415,05 Oct 2020,Nadia,Kalyani,Potato,Jyoti,FAQ,2870.0
416,03 Oct 2020,Nadia,Kalyani,Potato,Jyoti,FAQ,2850.0
417,02 Oct 2020,Nadia,Kalyani,Potato,Jyoti,FAQ,2860.0
418,01 Oct 2020,Nadia,Kalyani,Potato,Jyoti,FAQ,2860.0
419,06 Oct 2020,Murshidabad,Kandi,Potato,Jyoti,FAQ,2750.0
420,05 Oct 2020,Murshidabad,Kandi,Potato,Jyoti,FAQ,2750.0
421,04 Oct 2020,Murshidabad,Kandi,Potato,Jyoti,FAQ,2800.0
422,05 Oct 2020,Puruliya,Kasipur,Potato,Jyoti,FAQ,2670.0
423,04 Oct 2020,Puruliya,Kasipur,Potato,Jyoti,FAQ,2680.0
424,03 Oct 2020,Puruliya,Kasipur,Potato,Jyoti,FAQ,2680.0
425,02 Oct 2020,Puruliya,Kasipur,Potato,Jyoti,FAQ,2680.0
426,07 Oct 2020,Bankura,Khatra,Potato,Jyoti,FAQ,2700.0
427,06 Oct 2020,Bankura,Khatra,Potato,Jyoti,FAQ,2700.0
428,05 Oct 2020,Bankura,Khatra,Potato,Jyoti,FAQ,2700.0
429,04 Oct 2020,Bankura,Khatra,Potato,Jyoti,FAQ,2700.0
430,03 Oct 2020,Bankura,Khatra,Potato,Jyoti,FAQ,2700.0
431,02 Oct 2020,Bankura,Khatra,Potato,Jyoti,FAQ,2700.0
432,01 Oct 2020,Bankura,Khatra,Potato,Jyoti,FAQ,2700.0
433,06 Oct 2020,Medinipur(E),Kolaghat,Potato,Jyoti,FAQ,2900.0
434,05 Oct 2020,Medinipur(E),Kolaghat,Potato,Jyoti,FAQ,2900.0
435,04 Oct 2020,Medinipur(E),Kolaghat,Potato,Jyoti,FAQ,2900.0
436,03 Oct 2020,Medinipur(E),Kolaghat,Potato,Jyoti,FAQ,2900.0
437,02 Oct 2020,Medinipur(E),Kolaghat,Potato,Jyoti,FAQ,2900.0
438,07 Oct 2020,Coochbehar,Mathabhanga,Potato,Jyoti,FAQ,2900.0
439,06 Oct 2020,Coochbehar,Mathabhanga,Potato,Jyoti,FAQ,2900.0
440,05 Oct 2020,Coochbehar,Mathabhanga,Potato,Jyoti,FAQ,2900.0
441,04 Oct 2020,Coochbehar,Mathabhanga,Potato,Jyoti,FAQ,2900.0
442,03 Oct 2020,Coochbehar,Mathabhanga,Potato,Jyoti,FAQ,2900.0
443,07 Oct 2020,Medinipur(W),Medinipur(West),Potato,Jyoti,FAQ,2650.0
444,05 Oct 2020,Medinipur(W),Medinipur(West),Potato,Jyoti,FAQ,2670.0
445,05 Oct 2020,Coochbehar,Mekhliganj,Potato,Jyoti,FAQ,2850.0
446,04 Oct 2020,Coochbehar,Mekhliganj,Potato,Jyoti,FAQ,2800.0
447,03 Oct 2020,Coochbehar,Mekhliganj,Potato,Jyoti,FAQ,2800.0
448,02 Oct 2020,Coochbehar,Mekhliganj,Potato,Jyoti,FAQ,2825.0
449,01 Oct 2020,Coochbehar,Mekhliganj,Potato,Jyoti,FAQ,2800.0
450,01 Oct 2020,Burdwan,Memari,Potato,Jyoti,FAQ,2800.0
451,07 Oct 2020,Jalpaiguri,Moynaguri,Potato,Jyoti,FAQ,2900.0
452,06 Oct 2020,Jalpaiguri,Moynaguri,Potato,Jyoti,FAQ,2900.0
453,05 Oct 2020,Jalpaiguri,Moynaguri,Potato,Jyoti,FAQ,3000.0
454,04 Oct 2020,Jalpaiguri,Moynaguri,Potato,Jyoti,FAQ,3000.0
455,03 Oct 2020,Jalpaiguri,Moynaguri,Potato,Jyoti,FAQ,3000.0
456,02 Oct 2020,Jalpaiguri,Moynaguri,Potato,Jyoti,FAQ,3000.0
457,01 Oct 2020,Jalpaiguri,Moynaguri,Potato,Jyoti,FAQ,3000.0
458,07 Oct 2020,Nadia,Nadia,Potato,Other,FAQ,2850.0
459,06 Oct 2020,Nadia,Nadia,Potato,Other,FAQ,2850.0
460,05 Oct 2020,Nadia,Nadia,Potato,Other,FAQ,2870.0
461,03 Oct 2020,Nadia,Nadia,Potato,Other,FAQ,2860.0
462,02 Oct 2020,Nadia,Nadia,Potato,Other,FAQ,2860.0
463,01 Oct 2020,Nadia,Nadia,Potato,Other,FAQ,2860.0
464,07 Oct 2020,Hooghly,Pandua,Potato,Other,FAQ,2680.0
465,06 Oct 2020,Hooghly,Pandua,Potato,Other,FAQ,2680.0
466,05 Oct 2020,Hooghly,Pandua,Potato,Other,FAQ,2680.0
467,04 Oct 2020,Hooghly,Pandua,Potato,Other,FAQ,2680.0
468,03 Oct 2020,Hooghly,Pandua,Potato,Other,FAQ,2680.0
469,02 Oct 2020,Hooghly,Pandua,Potato,Other,FAQ,2700.0
470,01 Oct 2020,Hooghly,Pandua,Potato,Other,FAQ,2700.0
471,05 Oct 2020,Coochbehar,Pundibari,Potato,Jyoti,FAQ,2850.0
472,04 Oct 2020,Coochbehar,Pundibari,Potato,Jyoti,FAQ,2850.0
473,03 Oct 2020,Coochbehar,Pundibari,Potato,Jyoti,FAQ,2800.0
474,02 Oct 2020,Coochbehar,Pundibari,Potato,Jyoti,FAQ,2850.0
475,01 Oct 2020,Coochbehar,Pundibari,Potato,Jyoti,FAQ,2850.0
476,05 Oct 2020,Puruliya,Purulia,Potato,Jyoti,FAQ,2680.0
477,07 Oct 2020,Howrah,Ramkrishanpur(Howrah),Potato,Jyoti,FAQ,2860.0
478,06 Oct 2020,Howrah,Ramkrishanpur(Howrah),Potato,Jyoti,FAQ,2860.0
479,05 Oct 2020,Howrah,Ramkrishanpur(Howrah),Potato,Jyoti,FAQ,2860.0
480,04 Oct 2020,Howrah,Ramkrishanpur(Howrah),Potato,Jyoti,FAQ,2860.0
481,03 Oct 2020,Howrah,Ramkrishanpur(Howrah),Potato,Jyoti,FAQ,2860.0
482,02 Oct 2020,Howrah,Ramkrishanpur(Howrah),Potato,Jyoti,FAQ,2860.0
483,06 Oct 2020,Birbhum,Rampurhat,Potato,Jyoti,FAQ,2710.0
484,05 Oct 2020,Birbhum,Rampurhat,Potato,Jyoti,FAQ,2700.0
485,04 Oct 2020,Birbhum,Rampurhat,Potato,Jyoti,FAQ,2700.0
486,03 Oct 2020,Birbhum,Rampurhat,Potato,Jyoti,FAQ,2700.0
487,02 Oct 2020,Birbhum,Rampurhat,Potato,Jyoti,FAQ,2700.0
488,01 Oct 2020,Birbhum,Rampurhat,Potato,Jyoti,FAQ,2700.0
489,06 Oct 2020,Nadia,Ranaghat,Potato,Jyoti,FAQ,2920.0
490,05 Oct 2020,Nadia,Ranaghat,Potato,Jyoti,FAQ,2920.0
491,04 Oct 2020,Nadia,Ranaghat,Potato,Jyoti,FAQ,2920.0
492,03 Oct 2020,Nadia,Ranaghat,Potato,Jyoti,FAQ,2920.0
493,02 Oct 2020,Nadia,Ranaghat,Potato,Jyoti,FAQ,2920.0
494,01 Oct 2020,Nadia,Ranaghat,Potato,Jyoti,FAQ,2920.0
495,06 Oct 2020,Birbhum,Sainthia,Potato,Jyoti,FAQ,2700.0
496,05 Oct 2020,Birbhum,Sainthia,Potato,Jyoti,FAQ,2700.0
497,04 Oct 2020,Birbhum,Sainthia,Potato,Jyoti,FAQ,2700.0
498,03 Oct 2020,Birbhum,Sainthia,Potato,Jyoti,FAQ,2700.0
499,02 Oct 2020,Birbhum,Sainthia,Potato,Jyoti,FAQ,2700.0
500,01 Oct 2020,Birbhum,Sainthia,Potato,Jyoti,FAQ,2700.0
501,05 Oct 2020,Malda,Samsi,Potato,Jyoti,FAQ,3150.0
502,05 Oct 2020,Malda,Samsi,Potato,Local,FAQ,2750.0
503,04 Oct 2020,Malda,Samsi,Potato,Jyoti,FAQ,3150.0
504,04 Oct 2020,Malda,Samsi,Potato,Local,FAQ,2700.0
505,03 Oct 2020,Malda,Samsi,Potato,Jyoti,FAQ,3150.0
506,03 Oct 2020,Malda,Samsi,Potato,Local,FAQ,2700.0
507,02 Oct 2020,Malda,Samsi,Potato,Jyoti,FAQ,3150.0
508,02 Oct 2020,Malda,Samsi,Potato,Local,FAQ,2750.0
509,01 Oct 2020,Malda,Samsi,Potato,Jyoti,FAQ,3160.0
510,01 Oct 2020,Malda,Samsi,Potato,Local,FAQ,2850.0
511,07 Oct 2020,Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,2800.0
512,06 Oct 2020,Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,2800.0
513,05 Oct 2020,Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,2800.0
514,04 Oct 2020,Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,2800.0
515,03 Oct 2020,Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,2810.0
516,02 Oct 2020,Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,2810.0
517,01 Oct 2020,Hooghly,Sheoraphuly,Potato,Jyoti,FAQ,2820.0
518,06 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Potato,Jyoti,FAQ,2900.0
519,05 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Potato,Jyoti,FAQ,2900.0
520,04 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Potato,Jyoti,FAQ,2900.0
521,03 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Potato,Jyoti,FAQ,2900.0
522,02 Oct 2020,Medinipur(E),Tamluk (Medinipur E),Potato,Jyoti,FAQ,2900.0
523,05 Oct 2020,Coochbehar,Toofanganj,Potato,Jyoti,FAQ,2850.0
524,04 Oct 2020,Coochbehar,Toofanganj,Potato,Jyoti,FAQ,2850.0
525,03 Oct 2020,Coochbehar,Toofanganj,Potato,Jyoti,FAQ,2850.0
526,02 Oct 2020,Coochbehar,Toofanganj,Potato,Jyoti,FAQ,2850.0
527,01 Oct 2020,Coochbehar,Toofanganj,Potato,Jyoti,FAQ,2850.0
528,06 Oct 2020,Howrah,Uluberia,Potato,Jyoti,FAQ,2840.0
529,05 Oct 2020,Howrah,Uluberia,Potato,Jyoti,FAQ,2840.0
530,04 Oct 2020,Howrah,Uluberia,Potato,Jyoti,FAQ,2840.0
531,02 Oct 2020,Howrah,Uluberia,Potato,Jyoti,FAQ,2840.0
