,date,district,market,commodity,Variety,Grade,modal_price
3,10 Oct 2020,Coochbehar,Mekhliganj,Onion,Other,FAQ,3600.0
4,10 Oct 2020,Nadia,Nadia,Onion,Nasik,FAQ,3900.0
5,10 Oct 2020,Coochbehar,Haldibari,Potato,Jyoti,FAQ,2950.0
6,10 Oct 2020,Medinipur(W),Jhargram,Potato,Jyoti,FAQ,2720.0
7,10 Oct 2020,Murshidabad,Kandi,Potato,Jyoti,FAQ,2750.0
8,10 Oct 2020,Coochbehar,Mekhliganj,Potato,Jyoti,FAQ,2925.0
9,10 Oct 2020,Nadia,Nadia,Potato,Other,FAQ,2840.0
